Quarter,DailyNewsDate,Effective / Expected Close Date of Acquisition ,Region,Acquirer,HQ_Acquirer_Country,HQ_Acquirer_State,Target,HQ_Target_Country,HQ_Target_State,Target_Segment,Staffing (x),WFS,Rationale,Price,Hyperlink,Notes/Snippet
17Q3,20170818,20170821,Americas,American Health Staffing Group,USA,OK,Expedient Medstaff LLC,USA,MI,Temporary Staffing Skill Segment: Healthcare,x,N/A,,ND,http://www2.staffingindustry.com/Editorial/Daily-News/Former-AMN-CEO-s-new-firm-acquires-healthcare-staffing-provider-43129,is a portfolio company of BelHealth Investment Partners LLC
17Q3,20170815,20171003,APAC ,Konekt ,Australia,N/A,Mission Providence Pty Ltd (sold by The Providence Service Corp),Australia,N/A,Workforce Solutions,,Employment services provider,,$23 million,http://www2.staffingindustry.com/row/Editorial/Daily-News/Australia-Konekt-acquires-employment-services-firm-Mission-Providence-for-23-million-43074,The transaction is subject to obtaining formal approval by the Australian government department of employment and is expected to close in fourth quarter of 2017. … [Mission providence] was formed in 2014 as a joint venture between Providence and Mission Australia to provide employment services under the Australian government department of employment’s job active programs.
17Q3,20170811,20170804,Americas,OpsArc Solutions Inc.,USA,NJ,BusinessWare Services Inc.,USA,AZ,Workforce Solutions,,HR Tech,,ND,http://www2.staffingindustry.com/Editorial/Daily-News/OpsArc-Solutions-acquires-BWSI-and-its-TempWizard-staffing-software-43049,Transaction includes: TempWizard front-office software for staffing firms. OpsArc intends to keep the TempWizard brand name until it is integrated with the OpsArc platform. 
17Q3,20170810,,EMEA,The McGinley Group,United Kingdom,N/A,Primary Care People International Ltd,United Kingdom,N/A,Place & Search,x,N/A,,ND,http://www.recruiter.co.uk/news/2017/08/mcginley-group-asks-patience-it-bails-out-primary-care-people,
17Q3,20170809,20170808,Americas,On Assignment (NYSE: ASGN),USA,CA,Stratacuity Staffing Partners Inc.,USA,NH,Temporary Staffing Skill Segment: Clinical/Scientific,x,N/A,,ND,http://www2.staffingindustry.com/Editorial/Daily-News/On-Assignment-acquires-Boston-based-clinical-scientific-staffing-provider-Stratacuity-43020,Press release: This acquisition enables On Assignment to build upon its presence in its Life Sciences staffing vertical and provides us with a great opportunity to strengthen our Clinical Research offerings to our clients making us one of the largest providers of scientific and clinical staffing solutions.
17Q3,20170809,,Americas,WorkMarket,USA,NY,OnForce (Adecco),USA,MA,Workforce Solutions,,FMS,,ND,http://www2.staffingindustry.com/Editorial/Daily-News/WorkMarket-acquires-FMS-OnForce-from-Adecco-43021,"Terms of the transaction were not announced, but WorkMarket fully owns OnForce. In addition, WorkMarket also announced a strategic partnership with Adecco to allow its customers access to its platform. .... Adecco had acquired OnForce in August 2014 and moved it into its Beeline operations. The company spun OnForce out of Beeline when Adecco sold a majority stake in Beeline to private equity firm GTCR last December."
17Q3,20170808,20170731,Americas,Aya Healthcare,USA,CA,RN & Allied Specialties,USA,IN,Temporary Staffing Skill Segment: Healthcare,x,N/A,,ND,http://www2.staffingindustry.com/Editorial/Daily-News/Aya-acquires-Indianapolis-based-healthcare-staffing-firm-43008,AYA Press release: Aya Healthcare will provide RNS clients with expanded access to qualified healthcare clinicians and its robust suite of workforce solutions. RNS clinicians will now have access to the industry’s largest network of travel nurse jobs nationally and Aya’s unique team of employees who work to ensure their experience is exceptional.
17Q3,20170807,20170804,Americas,Indeed (Recruit Holdings Ltd. TYO: 6098),USA,TX,Interviewed,USA,CA,Workforce Solutions,,Assessment & Screening platform,Integration of platform,ND,http://www2.staffingindustry.com/Editorial/Daily-News/Indeed-acquires-job-assessment-tech-provider-42993,"Interviewed, founded in 2015 out of San Francisco, has developed a series of automated screening tools, such as programming tests, personality assessments, language skills, and more. Candidates can go through simulations that will give employers valuable insights into a candidate’s readiness and qualifications unique to each job, while the candidate can experience what a typical day might be like, helping to better inform their job search."
17Q3,20170803,20170802,Americas,Vaco,USA,TN,Lannick,Canada,N/A,Place & Search,x,N/A,Geographic expansion,ND,http://www2.staffingindustry.com/Editorial/Daily-News/Vaco-acquires-Toronto-based-Lannick-its-biggest-acquisition-to-date-42963,"Lannick’s management team will remain and over the course of the next two years, the Lannick brand will sunset and become Vaco Toronto."
17Q3,20170802,20170731,Americas,Focus Search Partners (Vaco),USA,TN,Taylor Winfield,USA,TX,Retained Search,x,N/A,,ND,http://www2.staffingindustry.com/Editorial/Daily-News/Focus-Search-Partners-acquires-Dallas-exec-search-firm-42946,"Taylor Winfield is Focus Search’s second acquisition since the purchase of Charlson Partners in March 2016, which expanded its nationwide footprint into the technology industry."
17Q3,20170802,20170731,Americas,Fahrenheit IT Staffing and Consulting (Global Employment Solutions),USA,CO,Halo Group,USA,IL,Temporary Staffing Skill Segment: IT Staffing,x,N/A,Geographic expansion,,http://www2.staffingindustry.com/Editorial/Daily-News/Global-Employment-Solutions-division-acquires-IT-staffing-firm-Halo-Group-42948,"Fahrenheit IT Staffing and Consulting, a division of Global Employment Solutions, acquired Midwest IT staffing and consulting firm Halo Group and its affiliates Sonoma Consulting and Geneva Technical Services.. ... The acquisition expands Fahrenheit IT further into the Midwest and strengthens its presence in the strong Dallas and Atlanta IT staffing markets."
17Q3,20170731,20170731,Americas,Hospitality Staffing Solutions LLC,USA,GA,DEZ Staffing LLC,USA,CO,Temporary Staffing Skill Segment: Commercial,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Hospitality-Staffing-Solutions-expands-in-Denver-with-acquisition-42914," The DEZ Staffing brand, branch office and staff members will remain intact and key executive Xochitl Montes will join Hospitality Staffing Solutions as director of operations."
17Q3,20170731,20170913,Americas,AE Industrial Partners LLC (private equity group),USA,FL,CDI Corp (NYSE: CDI),USA,PA,Temporary Staffing Skill Segment: Engineering/Design,x,N/A,,$157.5 million,http://www2.staffingindustry.com/Editorial/Daily-News/Private-equity-firm-to-acquire-CDI-for-157.5-million-42917,"AEI will acquire all of the outstanding shares of CDI’s common stock for $8.25 per share in an all-cash tender offer and follow-on merger. With approximately 19.09 million outstanding shares, the deal is valued at $157.5 million. … The purchase price represents a 33% premium to the July 28 closing price of $6.20 and a 36% premium to the average closing price for the last 30 trading days of $6.06."
17Q3,20170724,,EMEA,Partners Group (private equity group),Switzerland,N/A,Civica,United Kingdom,N/A,Workforce Solutions,,Process Outsourcing,,$1.3 billion,https://www.partnersgroup.com/en/news-views/investment-news/current/detail/article/partners-group-to-acquire-civica-a-leading-uk-based-provider-of-software-and-services/,"OMERS Private Equity, part of Canadian pension fund OMERS, acquired Civica in 2013"
17Q3,20170721,,Americas,Stuart Olsten ,USA,WI,HarQen LLC,USA,WI,Workforce Solutions,,Video interviewing,,ND,http://www2.staffingindustry.com/Editorial/Daily-News/In-tech-Lyft-pursues-self-driving-cars-staffing-exec-acquires-HarQen-video-interviewing-firm-home-healthcare-scheduling-app-coming-42823,"HarQen LLC, a provider of on-demand and live video and telephone interviewing technology, announced this month that Stuart Olsten acquired a majority interest in the company"
17Q3,20170720,20170718,Americas,Education Solutions Services LLC,USA,TN,Source4Teachers (a Nautic Portfolio company),USA,NJ,Temporary Staffing Skill Segment: Education,x,N/A,Merger,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Private-equity-firm-announces-merger-of-school-staffing-providers-42808,"Nautic Partners LLC, a middle-market private equity firm, announced its portfolio company Source4Teachers joined Education Solutions Services LLC. Nautic Partners called the transaction a merger. ... Source4Teachers ranked second on Staffing Industry Analysts’ 2016 list of largest education staffing firms in the US with estimated 2015 US education temporary staffing revenue of $150 million. ... The combined company will serve nearly 300 districts across 10 states and employ approximately 40,000 educational professionals and 230 corporate staff members. The two companies together filled more than 1.2 million educator and support staff absences in the 2016-17 school year."
17Q3,20170719,20170719,Americas,University Ventures (private equity group),USA,NY,Gradstaff (rebranded to Avenica post deal),USA,MN,Direct Hire,x,N/A,,ND,http://www2.staffingindustry.com/Editorial/Daily-News/GradStaff-rebrands-to-Avenica-after-private-equity-firm-acquisition-42793,"acquisition by University Ventures, a private equity firm whose portfolio targets the school-to-work pathway. … Startribune article: GradStaff, located in North Loop with 50 employees, places about 2,000 college graduates annually and generates annual revenue of approximately $20 million. It has averaged 20 percent annual growth in recent years."
17Q3,20170714,20170710,Americas,Simione Healthcare Consultants,USA,CT,Healthcare Concepts Inc.,USA,TN,Retained Search,x,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Healthcare-consulting-firm-acquires-home-care-hospice-exec-search-provider-42750,"Healthcare Concepts will be incorporated into the Simione entity and its team will join Exact Recruiting, a Trinity, Fla.-based firm Simione acquired in April to add recruitment and staffing for home health and hospice organizations to its offerings."
17Q3,20170714,20171010,APAC ,Persol (formerly known as Temp Holdings),Japan,N/A,Programmed Maintenance Services Ltd (PRG:ASX),Australia,N/A,Temporary Staffing Skill Segment: All,x,N/A,Leverage Programmed’s strengths in Australia and New Zealand as part of its expansion plans in the region,AUD 778 million ($603 million),http://www2.staffingindustry.com/row/Editorial/Daily-News/Australia-Programmed-Maintenance-Services-agrees-to-600-million-takeover-bid-from-Persol-42745,"Australia-based recruiter Programmed Maintenance Services has agreed to a takeover offer from Japanese recruitment firm Persol. ... Programmed said Persol is offering AUD 3.02 (USD 2.34) a share in cash, representing a 68% premium to the closing price for its stock on Thursday. "
17Q3,20170713,20170701,EMEA,Groupe DLSI,France,N/A,Tiro Personal AG,Switzerland,N/A,Temporary Staffing Skill Segment: Industrial,x,N/A,Diversification of customers and business,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/France-Groupe-DLSI-acquires-Tiro-Personal-AG-42721,"The acquisition marks Group DLSI’s third in 2017, following the acquisition of EMO France and Swiss-based Bova Service. .. through its subsidiary Pemsa, it has acquired Swiss-based Tiro Personal AG, a headquartered in Zurich"
17Q3,20170713,20170713,EMEA,Work Service,Poland,N/A,APT Resources & Services,Romania,N/A,Temporary Staffing Skill Segment: Professional/Specialty,x,N/A,,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/Poland-Work-Service-buys-four-firms-in-Romania-s-APT-group-42720,"Work Service, a Polish HR services, contract, RPO and outsourcing group, announced it has bought stakes of 55% in four companies owned by Romanian HR services firm APT group for an undisclosed sum. … Work Service Group stated that it has now became a majority shareholder of APT Resources & Services, APT Human Resources, APT Broker and APT Finance Broker."
17Q3,20170713,20170713,EMEA,Work Service,Poland,N/A,APT Human Resources,Romania,N/A,Workforce Solutions,,Consulting,,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/Poland-Work-Service-buys-four-firms-in-Romania-s-APT-group-42720,"Work Service, a Polish HR services, contract, RPO and outsourcing group, announced it has bought stakes of 55% in four companies owned by Romanian HR services firm APT group for an undisclosed sum. … Work Service Group stated that it has now became a majority shareholder of APT Resources & Services, APT Human Resources, APT Broker and APT Finance Broker."
17Q3,20170713,17Q4,EMEA,Yandex,Russia,N/A,"Uber ride/EATS (operations in Russia, Azerbaijan, Belarus and Kazakhstan)",USA,CA,Workforce Solutions,,Human cloud,,$100 million (59.3% stake),http://www2.staffingindustry.com/Editorial/Daily-News/Uber-forms-new-company-with-ride-hailing-firm-Yandex-to-serve-six-countries-42736,"Human cloud, ride-sharing firm Uber and Russian company Yandex agreed to form a new company that will combine the firms’ rides operations, as well as UberEATS, in six countries. The countries include Russia, Azerbaijan, Belarus and Kazakhstan, as well as Armenia and Georgia, where Uber currently does not operate. ... Uber is investing $225 million cash in the new company and its 36.6% ownership stake will be worth almost $1.4 billion; the San Francisco-based company will fill three of the seven seats on the new company’s board....diversified internet giant Yandex — which it describes as diversified internet giant and the dominant player in Web search, maps and mobile navigation in the region — agreed to invest $100 million and own 59.3% the new company; employees have a 4.1% stake."
17Q3,20170712,20170712,EMEA,OTIGA Group AS,Norway,N/A,IMO Offshore AS,Norway,N/A,Temporary Staffing Skill Segment: Engineering/Design,x,N/A,,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/Norway-OTIGA-Group-enters-agreement-to-acquire-IMO-Offshore-AS-42704,IMO Offshore provides engineering staffing services for the offshore sector.
17Q2,20170711,20170630,Americas,Jordan Search Consultants,USA,MO,Health Search New England,USA,ME,Retained Search,x,N/A,Ability to expand into New England market,ND,http://www2.staffingindustry.com/Editorial/Daily-News/Jordan-Search-Consultants-acquires-New-England-healthcare-search-firm-42698,"he acquired company will operate as Health Search New England, a division of Jordan Search Consultants, and continue to be based in Bangor, Maine."
17Q2,20170710,20170630,Americas,NSC Technologies LLC,USA,VA,Superior Resource Group Inc.,USA,WI,Temporary Staffing Skill Segment: Engineering/Design,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/NSC-Technologies-buys-engineering-staffing-provider-42684,"The Superior Resource Group brand name will remain. The company will continue to operate as a standalone entity and a wholly owned subsidiary of NSC, which plans to invest in marketing and business development initiatives to grow the company. .. Private equity investment firm White Wolf Capital LLC recapitalized NSC — in partnership with NSC’s management team — in November 2016."
17Q3,20170710,20170710,EMEA,Shorterm Ltd,United Kingdom,N/A,1st Solutions Employment and Training Services Ltd,United Kingdom,N/A,Temporary Staffing Skill Segment: Engineering/Design,x,N/A,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Shorterm-Ltd-acquires-1st-Solutions-Employment-and-Training-Services-Ltd-42679,Shorterm said the acquisition will strengthen its existing network and assured all customers of full support going forward. No further details were disclosed.
17Q3,20170710,20170714,Americas,Mastech Digital Inc. (NYSE: MHH),USA,PA,InfoTrellis Inc. (services division),Canada,N/A,Workforce Solutions,,Data Analytics,Ability to cross-sell broader range of services,$55 million ($35.7 cash + $19.3 contingent on future performance),http://www2.staffingindustry.com/Editorial/Daily-News/Mastech-Digital-strikes-55-million-deal-to-acquire-InfoTrellis-42685,The acquired business will be branded as Mastech InfoTrellis.
17Q3,20170710,,EMEA,XING AG,Germany,N/A,Prescreen,Vienna,N/A,Workforce Solutions,,ATS,Tap into the growing market for candidate and talent management systems,Euro 17 million + performany earn-outs of Euro 5-10 million,http://www.eu-startups.com/2017/07/xing-acquires-candidate-management-system-prescreen-for-up-to-e27-million/,"Prescreen is one of Europe’s fastest growing ATS providers with around 350 corporate clients. … [Prescreen has] 27 employees, all of whom will remain with the company following the acquisition"
17Q2,20170707,20170630,Americas,Oasis Outsourcing,USA,FL,DHR Services Holdings LLC (including subsidiaries),USA,AZ,Workforce Solutions,,PEO,Expand geographic footprint in Western region of US,ND,http://www2.staffingindustry.com/Editorial/Daily-News/Oasis-Outsourcing-expands-footprint-with-acquisition-of-Arizona-PEO-42669,Professional employer organization Oasis Outsourcing acquired DHR Services Holdings LLC and its subsidiaries. The acquisition further expands Oasis’ geographic footprint in the Western region of the US.
17Q3,20170707,20170705,Americas,ZRG Partners,USA,NJ,HM Long Global Partners,USA,NY,Retained Search,x,N/A,,ND,http://www2.staffingindustry.com/Editorial/Daily-News/ZRG-Partners-acquires-life-sciences-executive-search-practice-42666,"Executive search firm ZRG Partners Inc. acquired certain assets of HM Long Global Partners, bolstering its global life sciences executive search practice."
17Q3,20170707,20170724,APAC ,"TechnoPro Holdings, Inc.",Japan,N/A,Boyd & Moore Executive Search ,Japan,N/A,Retained Search,x,N/A,,ND,http://www2.staffingindustry.com/row/Editorial/Daily-News/Japan-Technopro-Holdings-acquires-Boyd-Moore-Executive-Search-42657,"In connection with this transaction, the TechnoPro Group intends to leverage the acquisition by promoting medium and long-term solutions in the HRtech era including building a solid recruiting base for engineering staffing services; promoting cross-selling of recruitment and engineering staffing services by leveraging each other’s client bases; and developing capabilities across a wide range of human resource services, including RPO and leveraging the resources of BMES’s Global Intelligence Center (offshore recruiting services). ... Boxington PR: TechnoPro is the largest engineering staffing specialist in Japan, with US$1 billion revenue and over 13,000 engineers placed across the industrial, manufacturing, automotive and technology sectors. "
17Q3,20170705,20170719,Americas,Mitsui & Co. Ltd. (private equity group),Japan,N/A,Accountable Healthcare Staffing,USA,FL,Temporary Staffing Skill Segment: Healthcare,x,N/A,,ND,http://www2.staffingindustry.com/Editorial/Daily-News/Investment-firm-Mitsui-to-acquire-Accountable-Healthcare-Staffing-42635,"Accountable Healthcare will operate as a wholly owned subsidiary of Mitsui; the Accountable Healthcare brand will remain and executives will stay with the firm in their current roles. … The investment firm said it has identified healthcare as one of the key growth areas to establish the investment firm’s next profit pillar and aims to build a sustainable healthcare ecosystem in the overseas markets. ... [the acquisition] helps to round out its healthcare staffing portfolio -- acquired The Delta Companies in 2014 which was focused on Locums and Therapists. Accountable places ~1,500 RNs and other providers each year and generated 2016 revenue of ~$143mn (Baird report)"
17Q3,20170702,,APAC ,Novita Healthcare Ltd (ASX:NHL),Australia,N/A,Newly Pty Ltd,Australia,N/A,Workforce Solutions,,Talent Acquisition Technology,,$1 million + earn-out of 4x proffit through calendar year 2019,http://www.proactiveinvestors.com.au/companies/news/180724/novita-healthcare-ltd-to-acquire-technology-platform-raising-35m-180724.html,Newly is an innovative and scalable technology platform that provides an enhanced recruitment solution for the aged/community and disability care sector. … The acquisition provides a valuable expansion opportunity for Novita into the large and growing aged care and disability market.
17Q2,20170630,20170630,EMEA,Pay for People,Netherlands,N/A,Tentoo,Netherlands,N/A,Workforce Solutions,,Payrolling/compliance,,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/Netherlands-Pay-for-People-acquires-Tentoo-42593, 
17Q2,20170629,20170627,Americas,Fiverr,Israel,N/A,N/A,USA,CA,Workforce Solutions,,Human cloud,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/In-Tech-Catalant-lands-41-million-Fiverr-acquires-Veed.me-Enetlo-does-series-C-round-42581,"Fiverr announced the acquisition of Veed.me, an online platform that enables clients to connect with videographers"
17Q2,20170628,20170628,EMEA,N-Trust Care Services,United Kingdom,N/A,PCB Care (Personal care bank),United Kingdom,N/A,Temporary Staffing Skill Segment: Healthcare,x,N/A,Expand care sector and geographic capabilities,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/UK-N-Trust-Care-acquires-PCB-Care-42560,"N-Trust, led by founder and managing director John Coyne and majority shareholders Gary Dewhurst and Mark Roberts will now undertake a four-month strategic review of PCB to support its immediate investment and acquisition plans and position the company for future growth."
17Q2,20170627,20170627,APAC ,Gravitas Recruitment,United Kingdom,N/A,Atlas Global Search Pty Ltd,Hong Kong,N/A,Retained Search,x,N/A,Asia expansion,ND,http://www2.staffingindustry.com/row/Editorial/Daily-News/Hong-Kong-Gravitas-Recruitment-Group-acquires-Atlas-Search-42546,"The acquisition aims to give Gravitas' Asia Operations, which currently provides 100% permanent services to the Asian Insurance market, an immediate capability to provide contract services and niche technology capabilities across the financial services sector. It will also provide market synergies with the UK technology division, supporting the group's global strategy in establishing specialist technology teams in Asia and expand their client services across borders."
17Q2,20170623,20170623,APAC ,Quess Corp (NSE: QUESS),India,N/A,Heptagon Technologies,India,N/A,Workforce Solutions,,Data Analytics,,INR 97 million (USD 1.5 million) (46% stake),http://www2.staffingindustry.com/row/Editorial/Daily-News/India-Quess-Corp-signs-agreement-to-acquire-46-stake-in-Heptagona-Technologies-42517,"Earlier this year, Quess Corp announced that it had received approval for an additional investment of INR 42 million (USD 0.6 million) in the form of primary equity in Heptagon Technologies for a 20% stake. Heptagon Technologies is a niche software development company working with machine learning and automation technologies. Quess Corp first announced a 26% stake in the company earlier this year."
17Q2,20170622,20170622,APAC ,Quikr,India,N/A,Babajob Services,India,N/A,Workforce Solutions,,Job Boards/Apps,Strengthen position in blue-collar jobs market,ND,http://www2.staffingindustry.com/row/Editorial/Daily-News/India-Quikr-acquires-Babajob-Services-42502,"""This will combine the two largest Indian aspiring job players-Babajob and QuikrJobs-into one entity, a tool to help everyone in India get a better job,” Sean Blagsvedt, co-founder and chief executive officer at Babajob, said."
17Q2,20170620,20170612,Americas,Industrial Staffing Services Inc. (a Staffing-the-Universe company),USA,NJ,Virtual Resource Management Corp.,USA,TX,Temporary Staffing Skill Segment: Professional/Specialty,x,N/A,Expansion,ND,http://www2.staffingindustry.com/Editorial/Daily-News/Industrial-Staffing-Services-acquires-Virtual-Resource-Management-42474,"Virtual Resource targets contract staffing and direct hire in several industry verticals, with an emphasis in the power and utility, engineering, and IT industries."
17Q2,20170619,20170619,Americas,Nissen Staffing Continuum Inc.,USA,WI,TechRecruiters Inc.,USA,WI,Temporary Staffing Skill Segment: Professional/Specialty,x,N/A,Expand talent pool,ND,http://www2.staffingindustry.com/Editorial/Daily-News/Wisconsin-firm-acquires-technology-staffing-provider-42457,"The acquisition expands Nissen Staffing Continuum’s available talent pool. … TechRecruiters will operate as a new division of NSC, providing staffing for operations management, engineering, IT, professional support, technical and high-level assembly."
17Q2,20170616,20170615,APAC ,Warburg Pincus LLC (private equity group),USA,NY,Tata Technologies Ltd. (sold by Tata Motors Ltd.),India,N/A,Workforce Solutions,,Contracting/Consulting,,$360 million (43% stake),http://www2.staffingindustry.com/Editorial/Daily-News/Private-equity-buys-360-million-stake-in-Tata-Technologies-outsourcing-expands-from-staff-augmentation-42443,"The move comes as the outsourcing market has expanded from staff augmentation to more strategic work, according to Tata Technologies CEO and MD Warren Harris."
17Q2,20170616,20170731,Americas,Apollo Global Management LLC (private equity group) (NYSE: APO),USA,NY,Career Builder (majority stake sold by Tribune media NYSE: TRCO),USA,IL,Workforce Solutions,,Job Boards/Apps,,$158 million,http://www2.staffingindustry.com/Editorial/Daily-News/CareerBuilder-owners-selling-to-investor-group-42459,"An investor group led by Apollo Global Management LLC, along with the Ontario Teachers’ Pension Plan Board, entered into a definitive agreement to acquire a majority of the outstanding equity interests in job board operator CareerBuilder LLC, the companies announced today. CareerBuilder’s current owners, Tegna Inc., Tribune National Marketing Company, LLC and McClatchy Interactive West will retain a minority interest."
17Q2,20170615,20170614,EMEA,Antal International,United Kingdom,N/A,Antal Russia (sold by The FiveTen Group),Russia,N/A,Retained Search,x,N/A,Global expansion,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/Russia-Antal-International-reacquires-Antal-Russia-from-the-FiveTen-Group-42420,"Founded in 1994, Antal Russia was an important part of the Antal International Group. In March 2008 Antal Russia was acquired by the FiveTen Group operating across 4 continents. In June 2017 Antal Russia was reacquired by Antal Internationa"
17Q2,20170614,20170602,Americas,Avionté,USA,MN,Applied Systems Technology,USA,NY,Workforce Solutions,,Talent Acquisition Technology,Strategic partnership,ND,http://www2.staffingindustry.com/Editorial/Daily-News/Staffing-software-firm-Avionte-acquires-developer-of-Persona-Staffing-Software-42409,"The goal of the acquisition, which closed June 2, is to leverage partnerships between AST’s clients and Avionté’s staffing software technology platform. Terms of the transaction were not disclosed. AST’s staff transitioned to become Avionté employees and will continue to support the AST Persona solution from AST’s headquarters in Cornwall, N.Y."
17Q2,20170614,20170614,EMEA,DLSI Groupe,France,N/A,EMO France,France,N/A,Temporary Staffing Skill Segment: Industrial,x,N/A,,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/France-DLSI-acquires-Lyon-based-EMO-France-42405,"DLSI states that the acquisition of EMO France offers a good opportunity in terms of geographical location, diversification of customers and business and confirms the group's ambitions to become a major player in temporary employment and recruitment in the Auvergne-Rhône-Alpes market."
17Q2,20170614,20170614,Americas,Symphony Technology Group (private equity group),USA,CA,eRecruit Holdings,USA,MA,Workforce Solutions,,Talent Acquisition Technology,Strategic partnership,ND,http://www2.staffingindustry.com/Editorial/Daily-News/Erecruit-merges-with-Bond-International-Software-42412,"Private equity firm Symphony Technology Group, which acquired Bond in November, will become the majority owner of the combined entity. North Bridge Growth Equity, which made a $25 million minority investment in Erecruit in 2014, will retain a minority ownership stake."
17Q2,20170614,20170701,Americas,Cross Country Healthcare (NASD: CCRN),USA,FL,"Advantage RN, LLC",USA,OH,Temporary Staffing Skill Segment: Healthcare,x,N/A,,"$88 million, subject to post-closing capital adjustments",http://www2.staffingindustry.com/Editorial/Daily-News/Cross-Country-to-acquire-Advantage-RN-for-88-million-42411,"The deal includes affiliates Advantage On Call LLC, Advantage Locums LLC and Advantage RN Local Staffing LLC."
17Q2,20170613,20170610,Americas,Postmates,USA,CA,Bold,USA,CA,Workforce Solutions,,Other Workforce Solutions,"Acquire founder, David Byttow, in hopes of driving traction for the app",ND,http://www2.staffingindustry.com/Editorial/Daily-News/Postmates-acquires-blog-platform-called-Bold-TechCrunch-42391,"Bold’s founder, David Byttow, was previously CEO of the failed Silicon Valley social app Secret. Both Byttow and Bold co-founder Ben South Lee — also formerly of Secret — joined Postmates; Byttow leads product for Postmates’ customer-facing app, while Lee leads design for it."
17Q4,20170612,20171130,EMEA,Shaw Trust,United Kingdom,N/A,Prospects Group,United Kingdom,N/A,Workforce Solutions,,Training/Accreditation,,ND,https://www2.staffingindustry.com/eng/Editorial/Daily-News/UK-Shaw-Trust-acquires-Prospects-Group-44358,"The Prospects Group provides tailored education, employment, training and care products and services as well as careers services for young people and adults in England."
17Q2,20170607,20170607,EMEA,NGS Group (STO: NGS),Sweden,N/A,Klona Rekrytering AB (Recruitment Clone),Sweden,N/A,Retained Search,x,N/A,Expand services and geographic market coverage,SEK 3 million (EUR (0.3 million),http://www2.staffingindustry.com/eng/Editorial/Daily-News/Sweden-NGS-Group-to-acquire-SOURCE-Executive-Recruitment-Sweden-AB-and-Klona-Rekrytering-AB-42324,"(1 of 2 transactions) … NGS Press-release: ""Clone operates under SOURCE brand in western Sweden, and for this reason it was natural for NGS to acquire this company."""
17Q2,20170607,20170607,EMEA,NGS Group (STO: NGS),Sweden,N/A,SOURCE Executive Recruitment Sweden AB,Sweden,N/A,Retained Search,x,N/A,Expand services and geographic market coverage,SEK 30 million (EUR 3.0 million),http://www2.staffingindustry.com/eng/Editorial/Daily-News/Sweden-NGS-Group-to-acquire-SOURCE-Executive-Recruitment-Sweden-AB-and-Klona-Rekrytering-AB-42324,"(1 of 2 transactions) … NGS Press-release: ""Clone operates under SOURCE brand in western Sweden, and for this reason it was natural for NGS to acquire this company."""
17Q2,20170606,20170606,APAC ,Aasaanjobs,India,N/A,mHire,India,N/A,Workforce Solutions,,Job Boards/Apps,,ND,http://www2.staffingindustry.com/row/Editorial/Daily-News/India-Aasaanjobs-acquires-recruitment-platform-mHire-42308,"From company website: ""We are an online marketplace for hiring blue collared and entry level employees like Delivery Boys, Field Executives, Security Guards, Telecallers, Drivers, Retail staffs, Data Entry Operators and more. We help employers minimize their hiring efforts by sourcing and assessed them from manpower vendors like placement agencies and skill development institutes."""
17Q2,20170606,20170606,APAC ,Cpl Resources (CPL: ID),Ireland,N/A,RIG Healthcare Group,United Kingdom,N/A,Temporary Staffing Skill Segment: Healthcare,x,N/A,Expand to healthcare,GBP 8.1 million (91% stake),http://www2.staffingindustry.com/eng/Editorial/Daily-News/Ireland-Cpl-Resources-acquires-RIG-Healthcare-Group-issues-trading-update-42304,"The RIG Healthcare Group, the trading name of RIG Locums Limited and RIG Medical Recruit Limited, is a UK specialist healthcare recruiter with a focus on market niches within the Locum Doctors and Allied Health Professions with five offices across the UK. RIG supplies qualified medical professionals to the UK's NHS with a particular focus on radiography, occupational therapy, pharmacy and physiotherapy."
17Q2,20170605,20170601,EMEA,Endless LLP (private equity group),United Kingdom,N/A,"CER Staffing Solutions Ltd. (Trading as ""Affinity Workforce"")",United Kingdom,N/A,Temporary Staffing Skill Segment: Education,x,N/A,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Endless-acquires-Affinity-Workforce-from-Capita-42290,"Crunchbase: Affinity Workforce operates from a truly national footprint of 19 different locations across the UK. The business comprises the Monarch, CER and Quality Teachers brands within its Education division, 4FRONT and Team24 within its Healthcare division and Medicare First within its Social Care division. Candidates comprising mainly teachers, nurses and social workers are placed into roles predominantly, but not exclusively, within the public sector."
